學年度,學校,系名,科系類型,錄取平均,原始總分
108,東海,經濟學系產業經濟組,經濟,57.52,373.85
108,東海,政治學系政治理論組,政治,65.86,378.7
108,東海,政治學系國際關係組,政治,67.55,388.4
108,東海,行政管理暨政策學系,,66.35,364.9
108,東海,社會學系,社會學,65.04,325.2
108,東海,社會工作學系,社會工作,63.51,365.2
108,東海,畜產與生物科技學系(A組),,61.71,246.85
108,東海,畜產與生物科技學系(B組),,55.43,221.7
108,東海,食品科學系(A組),,53.01,424.1
108,東海,食品科學系(B組),,53.54,428.3
108,東海,餐旅管理學系,,56.87,426.5
108,東海,美術學系,,57.19,400.35
108,東海,音樂學系,,60.7,242.78
108,東海,建築學系,建築,69.16,501.4
108,東海,工業設計學系,,56.07,378.5
108,東海,景觀學系,,64.66,355.65
108,東海,法律學系,法律,69.11,414.68
108,東海,國際經營管理學位學程(英語專班),外文,66.0,280.5
108,東海,永續科學與工程學士學位學程,,40.09,220.5
109,東海,中國文學系,中文,54.25,311.96
109,東海,外國語文學系,外文,57.81,245.7
109,東海,歷史學系,歷史,54.93,315.83
109,東海,日本語言文化學系,化學,55.17,289.65
109,東海,哲學系,哲學,50.96,369.48
109,東海,應用物理學系(A組),物理,45.43,136.3
109,東海,應用物理學系(B組),物理,46.42,139.25
109,東海,化學系化學組,化學,43.93,263.6
109,東海,化學系化學生物組(A組),化學,43.02,258.13
109,東海,化學系化學生物組(B組),化學,46.7,280.2
109,東海,生命科學系生物醫學組,生命科學,51.31,333.5
109,東海,生命科學系生態暨生物多樣性組,生命科學,50.0,287.5
109,東海,應用數學系(A組),數學,41.97,230.81
109,東海,應用數學系(B組),數學,47.85,263.16
109,東海,化學工程與材料工程學系(製程及能源工程組),化學工程,44.63,357.05
109,東海,化學工程與材料工程學系(材料工程組),化學工程,42.41,339.3
109,東海,化學工程與材料工程學系(生化工程組),化學工程,42.29,296.05
109,東海,工業工程與經營資訊學系(智慧設計與生產組),工業工程,44.07,242.4
109,東海,工業工程與經營資訊學系(智慧經營與管理組),工業工程,46.62,256.4
109,東海,環境科學與工程學系(自然A組),,45.19,293.75
109,東海,環境科學與工程學系(自然B組),,44.07,286.43
109,東海,資訊工程學系(資電工程組),資訊工程,49.31,271.2
109,東海,資訊工程學系(人工智慧組),資訊工程,49.29,271.1
109,東海,資訊工程學系(軟體工程組),資訊工程,48.55,267.0
109,東海,電機工程學系,電機工程,48.22,216.99
109,東海,企業管理學系(行銷與數位經營組),企業管理,46.87,269.5
109,東海,企業管理學系(服務創新與經營組),企業管理,45.2,259.9
109,東海,企業管理學系(創業與組織領導組),企業管理,45.78,263.24
109,東海,國際經營與貿易學系,,45.34,226.7
109,東海,會計學系,會計,53.21,212.83
109,東海,財務金融學系,財務金融,53.89,242.5
109,東海,統計學系(巨量資料管理組),統計,40.52,182.35
109,東海,統計學系(決策管理組),統計,50.44,227.0
109,東海,資訊管理學系(物聯網與大數據應用組),資訊管理,53.22,306.0
109,東海,資訊管理學系(數位行銷與電子商務應用組),資訊管理,52.32,300.85
109,東海,經濟學系一般經濟組,經濟,43.36,216.8
109,東海,經濟學系產業經濟組,經濟,43.3,216.5
109,東海,政治學系政治理論組,政治,57.43,330.2
109,東海,政治學系國際關係組,政治,59.86,344.2
109,東海,行政管理暨政策學系,,56.38,310.1
109,東海,社會學系,社會學,57.51,287.53
109,東海,社會工作學系,社會工作,54.85,315.4
109,東海,畜產與生物科技學系(A組),,49.46,197.85
109,東海,畜產與生物科技學系(B組),,44.28,177.1
109,東海,食品科學系(A組),,43.91,351.3
109,東海,食品科學系(B組),,42.91,343.3
109,東海,餐旅管理學系,,47.84,358.8
109,東海,美術學系,,52.31,366.15
109,東海,音樂學系,,52.37,209.48
109,東海,建築學系,建築,63.36,459.33
109,東海,工業設計學系,,43.3,292.3
109,東海,高齡健康與運動科學學士學位學程,,41.17,123.5
109,東海,景觀學系,,48.62,267.4
109,東海,法律學系,法律,62.95,377.7
109,東海,國際學院國際經營管理學位學程,,50.4,214.2
109,東海,永續科學與工程學士學位學程,,34.29,188.6
110,東海,中國文學系,中文,47.53,273.31
110,東海,外國語文學系,外文,46.26,196.6
110,東海,歷史學系,歷史,51.51,296.21
110,東海,日本語言文化學系,化學,49.76,261.25
110,東海,哲學系,哲學,43.56,315.78
110,東海,應用物理學系(A組),物理,35.63,106.9
110,東海,應用物理學系(B組),物理,45.12,135.35
110,東海,化學系化學組,化學,27.57,165.4
110,東海,化學系化學生物組(A組),化學,26.75,160.5
110,東海,化學系化學生物組(B組),化學,33.41,200.43
110,東海,生命科學系生物醫學組,生命科學,40.86,265.6
110,東海,生命科學系生態暨生物多樣性組,生命科學,41.41,238.1
110,東海,應用數學系(A組),數學,31.9,175.45
110,東海,應用數學系(B組),數學,42.03,231.19
110,東海,化學工程與材料工程學系(製程及能源工程組),化學工程,27.66,179.8
110,東海,化學工程與材料工程學系(材料工程組),化學工程,31.19,233.95
110,東海,化學工程與材料工程學系(生化工程組),化學工程,31.79,230.45
110,東海,工業工程與經營資訊學系(智慧設計與生產組),工業工程,35.84,206.1
110,東海,工業工程與經營資訊學系(智慧經營與管理組),工業工程,43.25,248.7
110,東海,環境科學與工程學系(自然A組),,32.65,212.23
110,東海,環境科學與工程學系(自然B組),,35.67,231.88
110,東海,資訊工程學系(資電工程組),資訊工程,37.33,205.3
110,東海,資訊工程學系(人工智慧組),資訊工程,41.58,228.7
110,東海,資訊工程學系(軟體工程組),資訊工程,52.84,290.6
110,東海,電機工程學系,電機工程,41.16,185.2
110,東海,企業管理學系,企業管理,41.16,226.4
110,東海,國際經營與貿易學系,,40.86,204.3
110,東海,會計學系,會計,48.27,193.08
110,東海,財務金融學系,財務金融,51.48,296.0
110,東海,統計學系(巨量資料管理組),統計,33.06,148.75
110,東海,統計學系(決策管理組),統計,48.56,218.5
110,東海,資訊管理學系(物聯網與大數據應用組),資訊管理,51.79,297.8
110,東海,資訊管理學系(數位行銷與電子商務應用組),資訊管理,49.16,344.1
110,東海,經濟學系一般經濟組,經濟,41.12,205.6
110,東海,經濟學系產業經濟組,經濟,41.0,205.0
110,東海,政治學系政治理論組,政治,49.01,281.8
110,東海,政治學系國際關係組,政治,48.09,276.5
110,東海,行政管理暨政策學系,,52.56,289.08
110,東海,社會學系,社會學,45.61,250.85
110,東海,社會工作學系,社會工作,44.0,253.0
110,東海,畜產與生物科技學系(A組),,45.05,180.2
110,東海,畜產與生物科技學系(B組),,31.65,126.6
110,東海,食品科學系(A組),,31.63,253.0
110,東海,食品科學系(B組),,29.65,237.2
110,東海,餐旅管理學系,,44.76,335.7
110,東海,美術學系,,50.58,252.9
110,東海,音樂學系,,58.0,232.0
110,東海,建築學系,建築,61.24,428.7
110,東海,工業設計學系,,31.72,214.1
110,東海,高齡健康與運動科學學士學位學程,,39.0,117.0
110,東海,景觀學系,,39.51,217.3
110,東海,法律學系,法律,63.39,380.35
110,東海,國際學院國際經營管理學位學程,,44.24,188.0
110,東海,永續科學與工程學士學位學程,,26.53,145.9
111,東海,中國文學系,中文,27.75,111.0
111,東海,外國語文學系,外文,22.75,91.0
111,東海,歷史學系,歷史,26.0,104.0
111,東海,日本語言文化學系,化學,21.14,111.0
111,東海,哲學系,哲學,21.8,136.25
111,東海,應用物理學系(A組),物理,18.33,55.0
111,東海,應用物理學系(B組),物理,22.0,66.0
111,東海,化學系化學組,化學,10.22,46.0
111,東海,化學系化學生物組(A組),化學,25.78,116.0
111,東海,化學系化學生物組(B組),化學,21.3,106.5
111,東海,生命科學系生物醫學組,生命科學,15.38,100.0
111,東海,生命科學系生態暨生物多樣性組,生命科學,28.17,162.0
111,東海,應用數學系,數學,15.76,82.75
111,東海,化學工程與材料工程學系(製程及能源工程組),化學工程,11.27,62.0
111,東海,化學工程與材料工程學系(材料工程組),化學工程,11.38,74.0
111,東海,化學工程與材料工程學系(生化工程組),化學工程,11.52,60.5
111,東海,工業工程與經營資訊學系(智慧設計與生產組),工業工程,26.6,133.0
111,東海,工業工程與經營資訊學系(智慧經營與管理組),工業工程,22.43,129.0
111,東海,環境科學與工程學系(自然A組),,11.75,47.0
111,東海,環境科學與工程學系(自然B組),,22.0,88.0
111,東海,資訊工程學系(資電工程組),資訊工程,19.73,108.5
111,東海,資訊工程學系(人工智慧組),資訊工程,9.64,53.0
111,東海,資訊工程學系(軟體工程組),資訊工程,20.18,111.0
111,東海,電機工程學系,電機工程,15.09,83.0
111,東海,企業管理學系,企業管理,17.58,105.5
111,東海,國際經營與貿易學系,,17.97,130.25
111,東海,會計學系,會計,19.92,129.5
111,東海,財務金融學系,財務金融,15.37,103.75
111,東海,統計學系(巨量資料管理組),統計,16.73,92.0
111,東海,統計學系(決策管理組),統計,27.45,151.0
111,東海,資訊管理學系(物聯網與大數據應用組),資訊管理,18.11,122.25
111,東海,資訊管理學系(數位行銷與電子商務應用組),資訊管理,20.7,139.75
111,東海,經濟學系一般經濟組,經濟,23.67,71.0
111,東海,經濟學系產業經濟組,經濟,22.0,66.0
111,東海,政治學系政治理論組,政治,24.43,140.5
111,東海,政治學系國際關係組,政治,20.7,119.0
111,東海,行政管理暨政策學系,,23.82,131.0
111,東海,社會學系,社會學,19.67,88.5
111,東海,社會工作學系,社會工作,18.96,109.0
111,東海,畜產與生物科技學系(A組),,16.75,67.0
111,東海,畜產與生物科技學系(B組),,17.5,70.0
111,東海,食品科學系(A組),,16.63,133.0
111,東海,食品科學系(B組),,13.13,105.0
111,東海,餐旅管理學系,,19.0,71.25
111,東海,美術學系,,39.87,239.2
111,東海,音樂學系,,47.82,191.28
111,東海,建築學系(A組),建築,32.82,180.5
111,東海,建築學系(B組),建築,42.27,232.5
111,東海,工業設計學系(A組),,20.2,101.0
111,東海,工業設計學系(B組),,26.4,132.0
111,東海,景觀學系,,24.82,136.5
111,東海,高齡健康與運動科學學士學位學程,,23.67,88.75
111,東海,法律學系,法律,33.45,184.0
111,東海,國際學院國際經營管理學位學程,,22.06,93.75
111,東海,永續科學與管理學士學位學程,,16.22,73.0
112,東海,中國文學系,中文,32.75,131.0
112,東海,外國語文學系,外文,26.75,107.0
112,東海,歷史學系,歷史,38.0,171.0
112,東海,日本語言文化學系,化學,32.84,156.0
112,東海,哲學系,哲學,31.25,125.0
112,東海,應用物理學系,物理,25.67,77.0
112,東海,化學系化學組,化學,28.25,113.0
112,東海,化學系化學生物組,化學,25.75,103.0
112,東海,生命科學系生物醫學組,生命科學,27.64,152.0
112,東海,生命科學系生態暨生物多樣性組,生命科學,30.3,174.25
112,東海,應用數學系,數學,25.25,101.0
112,東海,化學工程與材料工程學系,化學工程,20.8,104.0
112,東海,工業工程與經營資訊學系(智慧設計與生產組),工業工程,31.6,158.0
112,東海,工業工程與經營資訊學系(智慧經營與管理組),工業工程,28.0,161.0
112,東海,環境科學與工程學系,,24.62,160.0
112,東海,資訊工程學系(資電工程組),資訊工程,28.0,154.0
112,東海,資訊工程學系(人工智慧組),資訊工程,27.91,153.5
112,東海,資訊工程學系(軟體工程組),資訊工程,32.09,176.5
112,東海,電機工程學系,電機工程,36.25,145.0
112,東海,企業管理學系,企業管理,32.78,147.5
112,東海,國際經營與貿易學系,,30.62,199.0
112,東海,會計學系,會計,30.2,151.0
112,東海,財務金融學系,財務金融,30.44,137.0
112,東海,統計學系(巨量資料管理組),統計,23.25,93.0
112,東海,統計學系(決策管理組),統計,28.75,115.0
112,東海,資訊管理學系,資訊管理,28.3,162.75
112,東海,經濟學系一般經濟組,經濟,28.2,141.0
112,東海,經濟學系產業經濟組,經濟,27.4,137.0
112,東海,政治學系政治理論組,政治,33.52,192.75
112,東海,政治學系國際關係組,政治,33.48,192.5
112,東海,行政管理暨政策學系,,38.0,152.0
112,東海,社會學系,社會學,35.57,204.5
112,東海,社會工作學系,社會工作,32.6,163.0
112,東海,畜產與生物科技學系,,30.25,121.0
112,東海,食品科學系(A組),,31.67,142.5
112,東海,食品科學系(B組),,29.22,131.5
112,東海,餐旅管理學系,,20.13,75.5
112,東海,美術學系,,44.4,266.4
112,東海,音樂學系,,35.46,177.28
112,東海,建築學系(A組),建築,38.64,212.5
112,東海,建築學系(B組),建築,40.64,223.5
112,東海,工業設計學系(A組),,35.2,176.0
112,東海,工業設計學系(B組),,32.8,164.0
112,東海,景觀學系(A組),,30.0,105.0
112,東海,景觀學系(B組),,27.71,97.0
112,東海,高齡健康與運動科學學士學位學程,,27.67,103.75
112,東海,法律學系,法律,43.09,237.0
112,東海,國際學院國際經營管理學位學程,,24.8,124.0
112,東海,永續科學與管理學士學位學程,,20.25,81.0
113,東海,中國文學系,中文,36.0,144.0
113,東海,外國語文學系,外文,28.75,115.0
113,東海,歷史學系,歷史,41.8,209.0
113,東海,日本語言文化學系,化學,33.89,161.0
113,東海,哲學系,哲學,35.63,142.5
113,東海,應用物理學系(A組),物理,32.67,98.0
113,東海,應用物理學系(B組),物理,33.0,99.0
113,東海,化學系化學組,化學,35.75,143.0
113,東海,化學系化學生物組,化學,33.0,132.0
113,東海,生命科學系生物醫學組,生命科學,31.27,172.0
113,東海,生命科學系生態暨生物多樣性組,生命科學,34.91,200.75
113,東海,智慧計算暨應用數學系,數學,32.0,160.0
